title,label
카페 라떼하고 카페 모카하고 뭐가 달라요?,2
카페라떼 하나 주세요,11
텀블러 갖고 왔는데 할인 되나요?,0
텀블러에 담으려면 사이즈는 어떤 거 해야 돼요?,30
톨사이즈가 제일 작은 건가요?,25
톨사이즈로 주세요,25
샷은 한 개 들어가겠네요?,28
우유 양을 조금 더 많게 할 수 있나요?,11
카드에 잔액이 남아 있나요?,32
충전해주세요,5
삼만원이요,61
아뇨 설탕은 내가 따로 넣어야 돼요?,61
초콜릿 크림슈는 무슨 맛이에요?,39
잘 나가는 케이크가 어떤거죠?,11
네 조각케이크로요,8
뉴욕 치즈케이크 하나 주세요,8
네 포장해주세요,0
할인되는 카드 있어요?,26
씨제이 원카드라는건 뭐에요?,59
있어요 ,2
하나는 씨제이 원카드고 하나는 씨제이 계열 할인되는 국민 신용카드인데 두 개 다 사용 가능한가요?,2
여긴 주차장이 따로 없죠?,2
포크 두 개 넣으셨나요?,57
화이트 초콜릿 모카랑 카페 모카랑 뭐가 달라요?,99
소스가 더 끈적하다는 건가요?,11
카페 라떼 하나 주세요,11
제일 작은 사이즈가 뭐죠?,0
톨사이즈로 주세요,25
아뇨 테이크아웃할게요,28
네,26
스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?,0
잘 모르겠어요,2
진열 된 건 모형이죠?,2
커피 음료 말고는 어떤게 있어요?,11
자색 고구마는 어떤 맛이에요?,11
초콜릿 라떼 하나 주세요,11
아니요 일단 테이크아웃으로 주세요,0
할인되거나 적립되는 카드 없죠?,26
몇 퍼센트 되죠?,2
주차는 어디다 하나요?,2
티멤버십 이 어플로 하면 되나요?,57
지금까지 실물카드 계속 썼는데 왜 안되죠?,2
영수증 좀 주세요,100
커피음료 말고는 어떤 게 있어요?,47
네,11
플랫치노에 적힌 초콜릿칩은 뭐에요?,11
따뜻한 음료 중에 초콜렛은 없어요?,11
네 한 잔 주세요,11
아니요,0
아니요 ,0
일단 종이컵에 테이크아웃 해주세요 ,4
요거트는 플레인하고 딸기밖에 안돼요?,26
그러면 플레인 요거트 하나 주시고 프라페는 뭐예요?,101
애들은 어떤 프라페를 좋아하나요?,11
플레인 요거트 하나랑 쿠키프라페 주세요,8
네 휘핑 올려주세요,0
네 전에 받은 쿠폰도 있어요,0
쿠폰 10개 모으면 음료 종류 상관없이 한 잔 무료예요?,2
음료 안 쏟아지게 잘 포장해주세요,5
이 음료에는 생딸기가 들어가요?,26
에스프레소는 뜨거운 물 따로 주나요?,11
라떼 중에서는 카페라떼가 제일 덜 달죠?,11
카페라떼 하나 주세요,11
네 2층에도 자리 있죠?,0
네 여기요,22
크림치즈 마카롱 한 개에 천 원인가요?,4
쿠앤크마카롱이랑 딸기마카롱도 하나씩 주세요,24
네 아이스 아메리카노도 하나 주세요,0
초코 마카롱이랑 요거트 마카롱도 하나씩 더 주세요,0
네 승차권 있으면 10프로 할인되나요?,0
영수증 하나 주세요,59
종이컵이랑 빨대 하나만 더 주면 안돼요?,47
커피 메뉴는 어디 있어요?,96
테이크아웃은 할인돼요?,11
커피에 샷은 한 개 들어가나요?,59
커피인데 달콤하게 먹을 수 있는게 있나요?,11
바닐라라테에 바닐라가 들어간건가요?,8
커피콘은 밀가루에 커피를 넣은 건가요?,11
커피콘 12개에 1500원짜리 테이크아웃이요,11
자스민차 있나요?,26
차 종류는 어디있나요?,101
아메리카노에 찬물을 조금 넣어주세요,11
아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?,66
영수증도 좀 주실래요?,59
아메리카노에 찬물 넣으셨어요?,47
사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?,66
테이크아웃하면 할인되나요?,79
빵도 여기서 만드는 거예요?,59
더치커피도 있어요?,11
아메리카노 한 잔 주세요,11
네 따뜻한 걸로 주세요,0
더치커피는 작은 것도 팔아요?,0
더치커피 얼마인데요?,101
근처에 해룡이라는 중국집 있어요?,24
빵 시식 한 번 해봐도 돼요?,62
커피 하나 주세요,80
네 테이크아웃 할인돼요?,0
아메리카노 따뜻한거 하나 주세요,4
아뇨 적립은 몇퍼센트 되나요?,0
전화번호만 말씀해드리면 돼요?,4
856422O,2
김옥O,2
네 포인트 적립됐어요?,2
커피에 샷이 몇 개 들어가요?,2
커피가 너무 뜨거운데 얼음 세 개만 넣어주세요,11
2층도 있어요?,79
빵 시식할 수 있는 거 있어요?,45
빨대는 어디 있나요?,80
밀크 캬라멜은 얼마예요?,54
혹시 빵 배달도 해주시나요?,24
명함 하나 가져가도 되죠?,17
본점도 있어요?,72
모과차 테이크아웃 되나요?,94
혹시 모과차 두 잔으로 나눠줄 수 있어요?,38
모과차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요,40
가져갈게요,0
영수증 주세요,26
음료 뜨겁지 않게 찬물 조금만 넣어주세요,47
일요일에는 영업을 안하세요?,66
쉬는 날은 없어요?,33
여기 더치커피 팔아요?,92
아메리카노에 샷이 한 개에요?,101
조금만 마시고 가도 되죠?,11
커피가 1리터예요?,49
커피 가격이 1000원이에요?,11
아메리카노 한 잔 주세요,24
네 따뜻한 걸로요,0
작은 걸로 주세요,0
테이크아웃 해주시고 스탬프 적립돼요?,0
커피에 얼음 두 개만 넣어주실 수 있어요?,2
여기 생긴지 얼마나 됐어요?,79
커피에 샷 한 개 들어간 거예요?,45
사과는 얼마예요?,11
영수증 주세요,24
메뉴판은 어디있어요?,47
커피 중에 우유는 안들어가는데 달콤한게 있나요?,75
카페모카에는 뭐가 들어갔죠?,8
카페모카 위에 올라가 있는 건 우유 거품인가요?,11
카페모카에 휘핑크림 올려주세요,11
네 따뜻한 걸로 주세요,0
아뇨 테이크아웃 해주시고 우유는 조금만 넣어주세요,0
네 카페모카에 커피는 안들어가요?,26
영수증 주세요,11
휘핑크림은 뭘로 만드나요?,47
플랫화이트가 뭐예요?,11
여기 체인점이에요?,11
생긴지 얼마나 됐어요?,94
포인트 적립도 하나요?,45
따뜻한 아메리카노 작은 걸로 주세요,2
더치커피도 판매 하나요?,0
영수증 주세요,11
원두는 갈아서 파시나요?,47
컵 홀더 있나요?,11
아메리카노에 샷이 두 개인가요?,26
얼음 두 개만 넣어주세요,11
케냐 에티오피아가 뭐예요?,79
더치 아메리카노는 아이스만 되죠?,11
솔티드캬라멜라떼는 뭐예요?,11
구수한 맛이 혹시 들어있나요?,11
더치라떼로 하나 주세요,11
네 따뜻한 걸로 주세요 ,0
잠시만 여기 앉아서 마시다가 들고나가도 상관은 없죠?,0
테이크아웃컵을 실내에서는 사용 못하게 되어 있어요?,49
시럽은 어디있어요?,38
소금커피가 뭐예요?,54
단 맛은 안나는건가요?,11
메이플라떼는 뭐예요?,11
소금커피 한 번 먹어볼게요,11
네 따뜻한 걸로 주세요,0
네 생긴지 얼마 안됐나봐요?,0
리필도 해주나요?,45
마카롱은 3개에 6900원인가요?,88
대만샌드위치는 여기서 만든 거예요?,24
영수증 받아야 하는데 깜빡했네요,11
아메리카노 시원하게 하나 주세요,47
더블에스프레소는 양이 두 배라는 말이에요?,0
십구곡라떼는 뭐예요?,11
죄송한데 물 한 컵만 주세요,11
컵은 어디다 두면 돼요?,66
가게가 10년이나 됐어요?,102
아포가토는 뭐예요?,45
빽앤나는 뭔데요?,11
레몬에이드하고 티레몬에이드하고 어떻게 차이나나요?,11
콜드브루는 뭐예요?,11
콜드브루 시원하게 한 잔 주세요,11
카드 되나요?,0
모히토커피라떼는 뭐에요?,53
그냥 기본적인 콜드브루 하나 주세요,11
아뇨 됐습니다,0
네 히비스커스라즈 이거는 따뜻하게 나오나봐요,4
체인점인가봐요?,11
이 통은 뭔데요?,94
여기 매장은 국내 브랜드에요?,38
인삼한뿌리는 어떻게 만들어요?,94
진저에이드는 아린 맛이 나나요?,11
톨 사이즈가 제일 작은거예요?,11
카푸치노 위에 시나몬 파우더 올라가나요?,28
아이스 아메리카노랑 카푸치노 한 잔씩 주세요,11
네 먹고 가려고하는데 먹다가 남으면 테이크아웃 할 수 있나요?,0
여기는 자체 회원카드가 없나봐요?,38
혹시 리필도 되나요?,2
따뜻한 물 좀 주세요,88
여기 와이파이 비밀번호가 어떻게 돼요?,66
아메리카노 얼마예요?,15
주스 종류는 어떤게 있어요?,24
바나나 주스는 어떻게 만드는 거에요?,11
바나나 주스 하나랑 아메리카노 하나 주세요,11
네 따뜻한 걸로 주세요,0
네 병 주스는 어떤 게 있어요?,0
할인되는 카드는 없죠?,11
영수증 주세요,2
쿠폰은 없어요?,47
도장 10개까지 찍어야해요?,2
여기 화장실은 어디예요?,2
주문을 잘못해서 그러는데 아이스로 해주시면 안돼요?,10
지금 생과일 주스는 뭐가 돼요?,56
더치커피가 일반 커피보다 맛이 더 진한가요?,101
프라페는 뭐예요?,11
케냐AA보다 예가체프가 더 부드러워요?,11
블루마운틴 아메리카노 주세요,11
네 먹고 갑니다,0
네 카드 되죠?,26
구운 도너츠는 여기서 직접 굽는다 그랬죠?,53
구운 도너츠 하나에 얼마예요?,11
모카치노가 뭐에요?,24
카페라떼 한 잔 주시겠어요?,11
네 카페라떼 진하게 해주실 수 있으세요?,0
여기 체인점인가요?,32
영수증 주세요,94
여기 주차장이 따로 있어요?,47
와이파이 있어요?,57
카카오페이 결제되나요?,15
휴대폰 급속 충전기 있어요?,31
물티슈 하나 주세요,76
따뜻한 물 한 잔 주실 수 있어요?,46
제가 다 못마셔서 컵에 좀 옮겨주실 수 있나요?,66
휴지 조금 더 가져가도 되죠?,26
아메리카노 한 잔 주시겠어요?,46
네 따뜻한 걸로 주세요,0
여기 혹시 쿠폰 있어요?,0
쿠폰은 10개 모으면 되는 건가요?,2
쿠폰으로 받는 커피는 따뜻한 아메리카노로 정해져있어요?,2
사장님 여기 혹시 주차는 어디 하면 되나요?,2
주차단속 차가 다니나요?,57
휴지말고 물티슈는 있어요?,57
커피에 얼음 두 개만 넣어주세요,46
신데렐라 커피는 뭐예요?,79
저는 좀 진한 거 좋아하는데 원두 추천해주세요,11
네 좋아해요,8
네 향이 진해도 상관 없어요,0
제가 고른 원두로 아메리카노랑 라떼도 되는 거예요?,0
커피 코지코히는 뭐예요?,11
코지코히는 900원이에요?,11
그럼 밀크코히는요?,24
메뉴를 일본어로 해 놓으신 거예요?,11
아메키라노 한 잔 주세요,11
네 먹고 갈 거예요,0
가게 앞에 주차해도 되는 건가요?,26
그럼 어디에 주차하면 되나요?,57
몇 시에서 몇 시까지 영업하세요?,57
네 휴지 좀 주시겠어요?,33
혹시 물티슈는 있나요?,46
마카롱도 같이 파시나요?,46
마카롱 한 개에 얼마예요?,11
화장실은 어디로 가면 되나요?,24
마론마키야또는 무슨 맛이에요?,10
바닐라라떼는 어떤 게 들어가나요?,11
카페라떼 하나 주세요,11
네 먹고 갈 거예요,0
회원은 어떤 혜택이 있어요?,26
회원 카드 하나 만들어 주세요,2
빵은 직접 다 만드시는 거예요?,2
오늘은 시식하는 게 없네요,11
몇 시부터 몇 시까지 하시나요?,11
현금이나 카드나 똑같이 3프로 적립이 되는 거예요?,33
음료 리필 서비스는 어떤 거예요?,2
컵 홀더 하나 주세요,88
카카오페이 결제가 가능한가요?,26
민트아메리카노는 어떤 거예요?,31
경성역 다방커피는 어떤 거예요?,11
라떼하고 비슷한 거예요?,11
더 고소한 맛이 많은 거예요?,11
그냥 아메리카노 한 잔 주세요,11
네 따뜻한거 주세요,0
네 먹고 갈 거예요,0
네 혹시 적립카드 같은 게 있나요?,26
적립은 어떻게 되나요?,2
카카오페이 결제는 되나요?,2
빵 종류는 뭐가 있나요?,31
카페에서 만드는 건가요?,11
와이파이 비번은 뭐예요?,11
근처에 편의점이 어디 있어요?,15
빨대 있나요?,62
얼음 좀 넣어 주세요,89
그릇은 카운터에 반납하면 되나요?,79
저녁 몇 시까지 하시나요?,102
아포카토는 어떤 거예요?,33
스팀밀크는 어떤 거예요?,11
아메리카노는 아이스랑 핫이랑 가격 차이 없어요?,11
아메리카노 따뜻한 거 하나 주세요,24
적립 하나 만들어 주세요,0
네 적립하면 어떤 혜택이 있나요?,2
현금이랑 카드랑 똑같아요?,2
크루아상 빵도 만들어서 파시는 건가요?,2
크루아상 안에 초코나 생크림이 들어 있나요?,11
다른 빵은 없나요?,11
영수증 주시겠어요?,11
와이파이 비번 있나요?,47
화장실 어디예요?,15
얼음 조금만 주시겠어요?,10
몇 시에서 몇 시까지 하시나요?,79
머핀이랑 쿠키는 만들어서 파시는 건가요?,33
헤이즐넛라떼는 뭐예요?,11
더치라떼는요?,11
치즈케이크라떼는 어떤 거예요?,11
커피에 들어가는 건가요?,11
아메리카노 따뜻하게 한 잔 주세요,11
네 가지고 가는 거랑 가격이 같나요?,0
카카오페이 결제도 되나요?,24
영수증 주시겠어요?,31
몇 시까지 영업하시나요?,47
할인쿠폰이나 적립카드 있나요?,33
물은 어디서 마시면 돼요?,2
원두찌꺼기 주실 수 있나요?,66
빨대도 하나 주시겠어요?,60
캐모마일은 어떤 거예요?,89
숏라떼는 어떤 거예요?,11
양은 똑같아요?,11
카페라떼 따뜻한 거 레귤러로 한 잔 주세요,11
오리지날 블렌드로 주세요,0
카카오페이도 되는 건가요?,0
적립카드도 있어요?,31
CJ ONE은 어디서 등록하면 되나요?,2
적립된 건 바로 사용할 수 있어요?,2
영수증 주시겠어요?,2
나눠 먹으려고 하는데 종이컵 좀 주실 수 있나요?,47
몇 시에서 몇 시까지 영업하시나요?,96
빨대는 어디 있나요?,33
얼그레이 아메리카노는 어떤 맛이에요?,54
얼그레이는 뭐예요?,11
얼그레이 향이 좀 있겠네요?,11
더블그린 카페라떼는 뭐예요?,11
일반 아메리카노로 주세요,11
따뜻한 걸로 주세요,0
네 먹고 갈 거예요,0
네 시럽은 필요 없습니다,26
적립이나 할인카드 있나요?,0
할인은 몇 프로 되나요?,2
와이파이 비번 있나요?,59
화장실은 어디 있어요?,15
휴지 조금 더 가져가도 되나요?,10
빨대랑 따뜻한 물 한 잔만 주세요,103
카카오페이나 삼성페이 결제가 가능한가요?,66
화이트모카는 어떤 거예요?,31
캬라멜 마키야토는 단 거예요?,11
커피잔도 판매하시는 거예요?,11
따뜻한 물 한 잔 주실래요?,11
휴지 좀 주실래요?,66
리트로콜드브루는 따뜻한 거예요?,46
라떼 따뜻한 걸로 하나 주세요,11
레귤러로 주세요,0
포인트카드 되는 거 있어요?,0
몇 프로 적립돼요?,2
현금이나 카드 똑같이 적립되는 거예요?,2
여기 배달도 되나요?,2
얼마 이상 주문해야 배달비가 무료예요?,17
얼음물은 어디서 마시면 돼요?,17
여기 몇 시까지 영업해요?,66
플랫치노는 뭐예요?,33
스무디랑 비슷한 건가요?,11
베이커리도 하시나 봐요?,11
과일주스는 진짜 과일 갈아서 주는 거죠?,11
헤이즐넛 바닐라라떼 많이 달아요?,11
혹시 설탕은 없어요?,11
도장은 몇 개 찍어야 하나요?,39
시나몬 뿌려주는 거 있나요?,2
카푸치노 한 잔 주세요,11
영수증도 주세요,0
쿠폰 있으면 하나 만들어 주세요,47
아홉 잔 마시면 열 번째는 서비스인가요?,2
달지 않은 따뜻한 음료 뭐가 괜찮나요?,2
카페라떼 한 잔 주세요,8
영수증도 주세요,0
화장실은 어디 있어요?,47
어떤 음료가 잘 나가나요?,10
커피 종류요,8
아메리카노 R사이즈 하나 주세요,11
네 따뜻하게 주세요,0
영수증 하나 주세요,0
빨대는 어디 있어요?,47
아이스 아메리카노 한 잔 주세요,54
네 그린티 라떼는 녹차가루 들어가는 건가요?,0
요거트 스무디 하나랑 딸기 스무디 그리고 아이스 아메리카노 주세요,11
네 스탬프도 하나 만들어 주세요,0
영수증도 하나 주세요,2
요거트 덜어 먹을 그릇 하나만 주세요,47
그럼 종이컵 하나만 주세요,48
어떤 음료가 제일 잘 나가요?,96
카페라떼 한 잔 주세요,8
카페라떼에 샷이 몇 개가 들어가요?,0
하나 반 정도만 넣을 수 있나요?,11
원사이즈인가요?,0
시럽은 조금만 넣어 주세요,11
커피 말고 다른 메뉴는 뭐가 있나요?,0
스무디는 차가운 거죠?,11
초콜렛 라떼는 초콜렛맛이죠?,11
초콜렛 라떼 하나 주세요,11
네 따뜻한 걸로 주세요,0
초콜렛 라떼 많이 달아요?,0
적립 안 되나요?,11
콜드폼 카푸치노가 뭐예요?,2
카페라떼 하나 주세요,11
네 따뜻한 걸로,0
테이크아웃 할게요,0
영수증 주세요,26
아뇨 그냥 일반 영수증으로 주세요,47
화장실 어디 있어요?,3
시럽은 어디 있나요?,10
쵸코 음료는 어떤 게 있어요?,39
시그니처 초콜렛 같은 건 없어요?,11
시그니처 초콜렛으로 한 잔 주세요,11
시원한 걸로 주세요,0
톨 사이즈로 주세요,0
아뇨 가지고 갈게요,0
아뇨 빼 주세요,26
주차장은 따로 없나요?,0
일반 영수증 하나 주세요,57
제일 잘 나가는 생크림 케이크가 어떤 건가요?,47
밑에 슈크림이 들어갔다고 하던데,8
일단 생크림 카스텔라 주세요,11
할인 되는 카드가 따로 있나요?,0
물티슈도 좀 주시겠어요?,59
내일 먹을 경우에는 어떻게 보관해야 해요?,46
오늘의 커피라는 게 뭐예요?,104
이거는 맛 괜찮아요?,11
아메리카노요,11
연해도 괜찮으니 숏 사이즈로 주세요,11
네 먹고 갑니다,0
일반 영수증으로 주세요,26
시럽 넣어 주나요?,3
테이크아웃 되죠?,39
카페라떼 하나 주세요,38
네 따뜻하게 해주세요,0
여기 주차 잠깐 해놔도 돼요?,0
테이크아웃은 다 할인 되는거에요?,57
얼마 할인 되는거죠?,59
시럽 한 번만 넣어주세요,59
사이즈는 따로 없나봐요,39
커피음료 말고는 어떤거 있어요?,28
상관 없어요,11
주스류는 어떤게 있어요?,0
생과일인가요 냉동과일인가요?,11
토마토 주스 하나 주세요,11
네 마시고 갑니다,0
할인되는 카드도 있어요?,26
네 여기 와이파이 돼요?,59
저기 주스 좀 기다려야돼요?,15
화장실좀 갔다올게요,27
스타벅스 돌체라떼는 어떤거에요?,105
많이 달겠네요?,11
아메리카노 하나 주세요,11
네 사이즈가 숏사이즈 톨사이즈 이렇게 있어요?,0
숏사이즈로 주세요,0
네 괜찮아요,28
네 상관 없어요,0
네 테이크아웃이요,0
없어요,26
네 현금영수증 입력 해주세요,28
알겠습니다,3
영수증 좀 주세요,4
네 얼마나 기다려야 돼요?,47
저게 다 커피 음료에요?,27
카페 모카하고 카라멜 모카는 뭐가 달라요?,11
조금 더 달겠네요,11
아메리카노 하나 주세요,11
레귤러랑 톨사이즈 있네요,0
톨 사이즈면 몇미리죠?,0
톨로 주세요,0
아니요 마시고가려고요,28
커피음료는 무조건 할인해주시는거에요?,26
시럽 조금만 넣어주세요,59
조금 달달한건 어떤거 있어요?,39
돌체라떼는 많이 단가요?,8
돌체라뗴 하나 주세요,11
아이스로 주세요,0
사이즈 뭐뭐 있나요?,0
그란데 사이즈로 주세요,28
아뇨 테이크아웃이요,28
괜찮습니다,26
영수증 좀 주세요,28
아뇨 일반 영수증 주세요,47
돌체라떼 금방 되죠?,3
컵홀더 어디있나요,27
커피음료 말고는 뭐 있어요?,54
메뉴판에 있는 주스 다 되는거에요?,11
토마토 주스 생과일인가요?,42
토마토 주스 하나 주세요,11
한잔 사면 쿠폰 있다고 하던데요?,0
쿠폰으로는 뭐 가능하죠,2
아메리카노 하나주세요,2
네 주스는 여기서 마시고 커피는 테이크아웃 해주세요,0
저녁에는 몇 시까지 영업해요?,26
커피는 너무 달지않게 시럽조금만 넣어주세요,33
커피는 뭐가 맛잇어요?,39
많이 단거 싫어하고 쓴것도 싫어해요,8
초코라떼에도 우유 들어가는거에요?,11
초코라떼 하나 주세요,11
네 먹고 가요,0
레귤러는 몇 미리고 라지는 몇 미리에요?,26
레귤러로 주세요,28
따뜻한걸로 주세요,28
네 맞습니다,0
네 주세요,0
안 얹어도 될것 같아요,4
위에 조금만 뿌려주세요,0
커피 어떤게 맛있어요 ,0
더치커피는 그냥 아메리카노 처럼 돼있나요?,8
더치 하나 주세요,11
따뜻한걸로 주세요 ,0
아니요 테이크아웃해주시고 테이크아웃하면 할인되는거 없어요?,0
영수증 주시고 시럽 조금넣어주세요,59
물티슈 있어요?,47
카페 비엔나는 어떤거에요? ,46
아포카도는요?,11
카페라떼 아이스로 하나 주시고 사이즈 있나요?,11
네 테이크아웃 해주시고 얼음은 조금만 넣어주세요,0
아니요 시럽 좀 넣어주시고 영수증 주세요,26
여기 주차장은 앞쪽 밖에 없어요 ?,47
카페라떼 사이즈 있나요?,57
카페라떼 시럽 좀 넣어서 아이스로 해주세요 ,28
두 번 넣어주세요,0
여기는 몇 시에 문열어요 ?,0
저녁에 몇 시까지 해요 ,33
카페 모카는 어떤거에요 ,33
영수증 주세요,11
더치커피는 좀 연한가요 ,47
더치커피로 하나주세요,11
네 얼음 너무 많이 넣진 말아주세요,0
아뇨 테이크아웃이요,52
여긴 테이크아웃잔 하면 할인해주는거 없어요?,26
얼마 할인되는데요? ,59
그냥 더치커피로해서 영수증 주세요 ,59
시럽 좀 넘어주세요 ,47
두펌프 해주세요,39
아메리카노 레귤러보다 더 작은건 없나요?,0
레귤러 사이즈로 아메리카노 한잔 주세요,28
테이크 아웃으로주세요,0
네 따뜻하게 해주세요,26
진하게하면 샷이 얼마나 들어가요?,0
원래는 얼마나 들어가죠?,11
원래대로 해주시고 카드로 할게요,11
KT아닌데 다른거 적립은 없나요?,4
네 영수증 좀 주세요,2
화장실이 안에 있나요?,106
영업시간이 얼마나 되죠?,10
조금 뜨거워서 그런데 얼음 한 개만 넣어주실 수 있나요?,33
아이스크림도 많이 파나봐요?,79
밀크폼 아메리카노가 뭐에요?,11
아이스로 나온거에요?,11
아메리카노로 주시고 사이즈 따로 있나요?,11
따뜻하게 해주세요,11
아니요 시럽 없이 해주세요,0
아니요 적립 안해요,0
영수증 주세요,4
학생들 마실 수 있는거 있어요?,47
생과일 주스에요?,8
코코아는 얼마에요?,11
코코아는 맛있어요?,24
딸기하고 바나나 섞은거 맛있나요?,11
딸기하고 바나나 있는건 얼마에요?,11
딸기 바나나 섞은거 한잔 주세요,24
네 따뜻한거 마시고 싶은데 학생들 먹을거 코코아 말곤 없죠?,0
학생들 먹을게 코코아밖에 생각이 안나는데 다른거 있나요?,8
어떤 에이드요?,8
따뜻한 물 한잔도 주실래요?,8
밀크티는 홍차에다가 우유 넣은거 아니에요?,66
어떤 파우더에요?,11
잘팔리는게 실론 밀크티에요?,11
타이거 밀크티 달아요?,11
왜 타이거 밀크티에요?,11
뜨거운 것도 이렇게 되나요?,11
이층도 있나요?,11
영업한지 얼마나 됐어요?,45
화장실은 어디있어요?,72
아메리카노 한잔 주세요,10
테이크아웃은 더 싸요?,0
수제 누가 크래커도 있네요?,107
커피 나왔나요?,11
초콜렛 같은 음료는 뭡니까?,72
종이 스트로우 있나요?,11
조금만 마시다 가도 되죠?,89
메뉴는 많지는 않네요?,49
주 고객층은 그러면 젊은 사람들 많죠?,11
빨대 하나만 가져갈게요,72
드립 커피는 시간이 조금 걸리죠?,89
양이 너무 많은데 저 이제 식사하고 와서 커피 메뉴판은 어디 있나요?,27
저는 뜨겁게 쟈스민 차 주세요,75
테이크 아웃으로 해주세요,0
결제는 카카오페이 삼성페이 이런 것도 되요?,26
카페 이름이 1분이에요?,31
마카롱 컬러만 다른가 맛볼 수 있어요?,72
색소는 뭐 써요?,80
갑자기 먹고 싶어지는데 마카롱 주세요,11
네 이천 원이죠?,0
1분 커피가 어떤 거에요?,24
쉬는 날은 있어요?,11
화장실은 어디 있어요?,92
아메리카노 위에 커피 하얀 거 얹는 게 뭐죠?,10
휘핑크림 말고 다른 건 또 뭐 있어요?,11
커피 위에 올라가는 거 하얀색이 휘핑크림 우유 외에 다른 건 없나요?,11
아메리카노에는 안 올린다구요?,11
이름이 뭐라구요?,11
모카인데 크림이 흰색이에요?,11
도피오가 뭡니까?,11
아메리카노 테이크 아웃 할인되나요?,11
아메리카노 테이크 아웃으로 해주세요,59
네 근데 컵에서 마실 때랑 맛이 다른 거 같은데 샷이 몇 개에요?,0
뜨거워서 그러는데 얼음 두 개만 넣어주실래요?,11
결제는 삼성페이 카카오페이 이런 것도 다 돼요?,79
생과일 뭐가 있어요?,31
딸기는 몇 프로 들어가요?,11
잼이 들어간다고요?,11
메뉴에 딸기 어디 있죠?,11
작은 사이즈도 있나요?,72
얼음을 빼주세요,28
테이크 아웃은 천 원 할인돼요?,52
적립도 되고 그래요?,59
제가 오늘 설탕 섭취를 많이 해서 잼을 안 넣으면 어떻게 될까요?,2
딸기 100프로에요?,42
너무 찐해서 그러는데 미지근한 물 좀 넣어 주세요,11
커피 코너에서 달지 않은 거는 아메리카노 밖에 없나요,32
허브차는 어떤 거,11
히비스커스라는 식물 이름이 있어요?,11
저 카모마일 한 잔 따뜻하게 주세요,11
네 먹고 갈 거예요,0
네 화장실은 어디 있습니까?,26
요즘 뭐 잘나가요?,10
니트로 커피는 뭐예요?,8
니트로 커피 하나랑 그러면 에스프레소 하나 이렇게 두 개 주시고 여기는 적립 뭐 돼요?,11
할인 그런 거는 없고 오로지 그냥 적립 그것만 되는 거예요?,2
회원들한테?,2
골드에서 VIP가 되려면 얼마나 먹어야지 그렇게 돼요,2
영수증 안 받았죠?,2
블루베리 주스 맛있다고 그러던데,47
뭐 돼요?,11
아메리카노 한 잔 테이크 아웃 해주세요,42
생크림이 고체가 있고 액체도 있나요?,0
원래 있기는 있어요?,11
테이크 아웃 할인은 돼요?,11
아이스크림은 어디에 있어요?,59
바닐라 컵으로 하나 주시고 사이즈는 없죠?,11
네 하나 주세요,28
홈플러스에서 하는데 아니지 않아요?,0
네 쿠폰 주세요,2
생크림 카스텔라 포장 되요?,4
하나만 포장해주세요,38
포크는 안 주셔도 돼요,26
네 주차는 여기 타워에 해도 되요?,48
블루베리 쿠키치즈 케이크 이거는 뭐 들었어요?,57
카카오페이나 삼성페이 결제돼요?,11
마카롱 하나에 이천 오백 원인 거예요?,31
텀블러 가져오면 커피 할인되는 거 있어요?,24
아메리카노 따뜻하게 한 잔주세요,30
가져갈 건데 콜드브루는 시원한 거만 되죠?,0
네 텀블러에 좀 담아주세요,11
네 마샬라차이 저거는 뭐에요?,1
생강향 나고 좀 달달하죠?,11
적립되는 건 없어요?,11
CJ포인트 있어요,2
네 입력했습니다,4
포인트 결제하는 거는 CJ포인트 밖에 없나 봐요?,4
물 한 잔만 먹으려고 하는데 물 어디 있어요?,2
시럽은 어디 있나요?,54
텀블러 저것도 CJ포인트로 살 수 있어요?,54
아메리카노 한 잔 따뜻하게 해서 주시고 와플 이런 거는 포장 안 되죠?,5
아메리카노 따뜻한 걸로 주세요,38
가지고 갈 거예요,0
아니요 롯데상품권으로 결제할 수 있나요?,26
영수증 주시고 여기 주차는 어디에 해요?,5
스위트 팬케이크 이거 안에 뭐 들었어요?,57
베리 케이크랑 크림이 다르다는 거죠?,11
두 개에 오천 팔백 원 아니면 한 개에 오천 팔백 원이에요?,11
단체 여섯 명에서 일곱 명 오고 하면 따로 할인 안 되죠?,24
콜드 폼 카푸치노는 뭐에요?,59
아니요 아이스요,11
좀 달작한거죠?,0
아이스 아메리카노 한 잔 주세요,11
네 가져갈게요,0
여기 매장에서 먹다가 남으면 혹시 테이크 아웃 해줘요?,26
마카롱이 한 개당 이천 칠백 원인 거예요?,38
치즈케이크 포장도 해줘요?,24
여기 시럽 한 번만 넣을 수 있어요?,38
텀블러 이거는 얼마에요?,39
텀블러도 세일 할 때 있어요?,24
에그 샌드위치 데워 주나요?,108
아니요 바닐라 블랙 티 라테가 뭐예요?,7
카페라테 따뜻한 거 하나랑 아이스 카페라테 한 잔,11
네 밑에 카페 아메리카노는 그냥 일반 아메리카노 맞죠?,0
시럽 내가 넣어야 돼요?,11
